clip,snr,vad_acc,offline_vdr,offline_rpa,offline_rca,offline_gross_err,offline_median_cents,realtime_vdr,realtime_rpa,realtime_rca,realtime_gross_err,realtime_median_cents
128,+0 dB,0.54,0.18725099601593626,0.851063829787234,0.851063829787234,0.14893617021276595,19.832923889160156,0.199203187250996,0.78,0.78,0.22,19.88759994506836
129,+0 dB,0.978,0.7375,0.9830508474576272,0.9830508474576272,0.01694915254237288,0.6962569952011108,0.7375,0.9728813559322034,0.9728813559322034,0.02711864406779661,0.691025972366333
130,+0 dB,0.964,0.8181818181818182,0.9794238683127572,0.9794238683127572,0.0205761316872428,0.5263932347297668,0.797979797979798,0.9704641350210971,0.9704641350210971,0.029535864978902954,0.5263932347297668
131,+0 dB,0.68,0.535593220338983,0.9430379746835443,0.9430379746835443,0.056962025316455694,19.523868560791016,0.5220338983050847,0.9090909090909091,0.9090909090909091,0.09090909090909091,19.51682472229004
132,+0 dB,0.148,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
133,+0 dB,0.828,0.05509641873278237,1.0,1.0,0.0,19.916980743408203,0.06336088154269973,0.9130434782608695,0.9130434782608695,0.08695652173913043,19.740903854370117
134,+0 dB,0.976,0.6836461126005362,0.9647058823529412,0.9647058823529412,0.03529411764705882,20.17070770263672,0.6353887399463807,0.9662447257383966,0.9662447257383966,0.03375527426160337,20.17070770263672
135,+0 dB,0.23,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
136,+0 dB,0.614,0.2289156626506024,0.881578947368421,0.881578947368421,0.11842105263157894,20.16637420654297,0.21084337349397592,0.8428571428571429,0.8428571428571429,0.15714285714285714,20.169536590576172
137,+0 dB,0.854,0.24358974358974358,0.968421052631579,0.968421052631579,0.031578947368421054,19.573440551757812,0.25384615384615383,0.9090909090909091,0.9090909090909091,0.09090909090909091,19.72091293334961
138,+0 dB,0.952,0.4233983286908078,0.9539473684210527,0.9539473684210527,0.046052631578947366,19.50539779663086,0.46518105849582175,0.9341317365269461,0.9341317365269461,0.0658682634730539,19.50539779663086
139,+0 dB,0.956,0.8066666666666666,0.9793388429752066,0.9793388429752066,0.02066115702479339,0.4362306296825409,0.7933333333333333,0.9789915966386554,0.9789915966386554,0.02100840336134454,0.4362306296825409
140,+0 dB,0.852,0.22632794457274827,0.9591836734693877,0.9591836734693877,0.04081632653061224,19.397777557373047,0.21478060046189376,0.978494623655914,0.978494623655914,0.021505376344086023,19.54807472229004
141,+0 dB,0.886,0.09734513274336283,0.13636363636363635,0.13636363636363635,0.8636363636363636,119.30913543701172,0.09734513274336283,0.4090909090909091,0.4090909090909091,0.5909090909090909,119.87031555175781
142,+0 dB,0.878,0.44041450777202074,0.9411764705882353,0.9411764705882353,0.058823529411764705,19.932003021240234,0.4170984455958549,0.937888198757764,0.937888198757764,0.062111801242236024,19.942686080932617
143,+0 dB,0.91,0.07523510971786834,1.0,1.0,0.0,19.684904098510742,0.07836990595611286,1.0,1.0,0.0,19.684904098510742
144,+0 dB,0.862,0.5606796116504854,0.974025974025974,0.974025974025974,0.025974025974025976,19.721723556518555,0.5655339805825242,0.9484978540772532,0.9484978540772532,0.05150214592274678,19.783140182495117
145,+0 dB,0.692,0.20771513353115728,1.0,1.0,0.0,19.309110641479492,0.21364985163204747,0.9305555555555556,0.9305555555555556,0.06944444444444445,19.384716033935547
146,+0 dB,0.604,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
147,+0 dB,0.764,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
148,+0 dB,0.986,0.3146417445482866,0.9702970297029703,0.9702970297029703,0.0297029702970297,19.952945709228516,0.3426791277258567,0.9272727272727272,0.9272727272727272,0.07272727272727272,20.123027801513672
149,+0 dB,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
